,IP,Reliability,Risk,Type,Country,Locale,Coords
5517,109.95.47.183,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5518,109.95.47.184,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5519,109.95.47.185,4,3,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5520,109.95.47.232,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5521,109.95.47.233,4,3,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5522,109.95.47.234,4,3,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5523,109.95.47.235,4,3,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5524,109.95.47.237,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5525,109.95.47.238,4,3,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5526,109.95.47.240,4,3,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5527,109.95.47.241,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5528,109.95.47.242,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5529,109.95.47.245,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5530,109.95.47.246,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5531,109.95.47.247,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5532,109.95.47.248,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5533,109.95.47.250,4,2,Scanning Host,ua,Brovary,"50.5181007385,30.8066997528"
5534,186.233.88.153,6,3,Malware IP,br,,"-10.0,-55.0"
5535,212.92.56.125,6,2,Spamming,es,,"40.0,-4.0"
5536,201.216.178.57,4,3,Scanning Host,gt,,"15.5,-90.25"
5537,186.191.26.154,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5538,218.75.159.183,6,2,Malware Domain,cn,Changsha,"28.1791992188,113.113601685"
5539,186.191.26.222,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5540,24.242.176.10,6,2,Scanning Host,us,Temple,"31.0981998444,-97.3427963257"
5541,186.191.26.221,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5542,186.191.26.219,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5543,186.191.26.227,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5544,186.191.26.234,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5545,186.191.26.239,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5546,186.191.26.236,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5547,186.191.26.238,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5548,186.191.26.237,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5549,186.191.26.235,4,4,Scanning Host,uy,Montevideo,"-34.8581008911,-56.1707992554"
5550,173.242.117.18,4,3,Scanning Host,us,Clarks Summit,"41.448600769,-75.7279968262"
5551,173.242.117.31,4,3,Scanning Host,us,Clarks Summit,"41.448600769,-75.7279968262"
5552,173.242.117.32,4,3,Scanning Host,us,Clarks Summit,"41.448600769,-75.7279968262"
5553,173.242.117.160,4,3,Scanning Host,us,Clarks Summit,"41.448600769,-75.7279968262"
5554,54.218.196.89,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5555,54.218.196.73,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5556,54.218.196.67,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5557,54.218.189.165,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5558,54.218.189.139,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5559,54.218.189.164,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5560,54.218.189.163,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5561,54.218.189.162,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5562,54.218.189.161,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5563,54.218.189.190,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5564,54.218.189.160,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5565,54.218.189.144,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5566,54.218.189.141,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5567,54.218.189.159,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5568,54.218.189.158,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5569,54.218.189.157,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5570,54.218.189.138,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5571,54.218.189.156,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5572,54.218.189.191,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5573,54.218.189.192,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5574,31.210.46.34,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5575,31.210.46.33,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5576,31.210.46.31,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5577,31.210.46.30,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5578,31.210.46.28,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5579,31.210.46.27,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5580,31.210.46.26,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5581,31.210.46.25,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5582,31.210.46.24,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5583,31.210.46.17,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5584,31.210.46.32,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5585,54.218.189.255,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5586,31.210.46.35,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5587,54.218.189.253,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5588,54.218.189.249,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5589,54.218.189.248,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5590,54.218.189.252,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5591,54.218.189.251,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5592,31.210.46.44,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5593,31.210.46.53,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5594,31.210.46.54,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5595,31.210.46.13,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5596,54.218.189.250,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5597,54.218.189.245,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5598,31.210.46.43,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5599,54.218.189.239,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5600,54.218.189.243,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5601,31.210.46.1,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5602,54.218.189.247,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5603,54.218.189.240,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5604,31.210.46.12,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5605,31.210.46.11,3,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5606,54.218.189.242,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5607,31.210.46.10,6,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5608,31.210.46.9,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5609,31.210.46.40,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5610,31.210.46.41,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5611,31.210.46.8,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5612,31.210.46.7,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5613,31.210.46.6,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5614,54.218.189.246,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5615,54.218.189.244,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5616,54.218.189.241,4,2,Scanning Host,us,Woodbridge,"40.5525016785,-74.2914962769"
5617,31.210.46.151,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5618,31.210.46.150,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5619,31.210.46.149,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5620,31.210.46.147,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5621,31.210.46.145,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5622,31.210.46.143,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5623,31.210.46.140,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5624,31.210.46.139,4,3,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5625,31.210.46.138,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5626,31.210.46.137,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5627,31.210.46.136,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5628,31.210.46.135,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5629,31.210.46.144,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5630,31.210.46.55,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5631,31.210.46.176,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5632,31.210.46.175,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5633,31.210.46.174,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5634,31.210.46.173,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5635,31.210.46.172,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5636,31.210.46.171,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5637,31.210.46.170,4,3,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5638,31.210.46.169,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5639,31.210.46.180,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5640,31.210.46.177,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5641,31.210.46.179,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5642,31.210.46.178,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5643,31.210.46.165,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5644,31.210.46.166,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5645,31.210.46.167,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5646,31.210.46.168,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5647,31.210.46.96,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5648,31.210.46.107,3,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5649,31.210.46.102,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5650,31.210.46.164,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5651,31.210.46.113,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5652,31.210.46.100,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5653,31.210.46.124,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5654,31.210.46.123,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5655,31.210.46.122,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5656,188.190.101.24,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5657,188.190.101.23,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5658,188.190.101.22,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5659,188.190.101.21,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5660,188.190.101.20,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5661,188.190.101.19,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5662,188.190.101.18,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5663,188.190.101.17,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5664,188.190.101.16,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5665,188.190.101.15,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5666,31.210.46.222,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5667,31.210.46.221,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5668,188.190.101.13,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5669,188.190.101.12,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5670,188.190.101.11,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5671,188.190.101.14,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5672,31.210.46.253,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5673,31.210.46.252,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5674,31.210.46.251,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5675,31.210.46.249,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5676,31.210.46.248,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5677,31.210.46.247,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5678,31.210.46.242,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5679,31.210.46.241,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5680,31.210.46.240,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5681,31.210.46.239,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5682,31.210.46.238,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5683,31.210.46.219,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5684,31.210.46.218,3,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5685,31.210.46.237,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5686,31.210.46.236,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5687,31.210.46.235,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5688,31.210.46.234,4,2,Scanning Host,tr,Mars,"38.3378982544,43.1831016541"
5689,188.190.101.98,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5690,188.190.101.101,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5691,188.190.101.99,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5692,188.190.101.100,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5693,188.190.101.103,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5694,188.190.101.104,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5695,188.190.101.106,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5696,188.190.101.97,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5697,188.190.101.107,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5698,188.190.101.113,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5699,188.190.101.114,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5700,188.190.101.115,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5701,188.190.101.116,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5702,188.190.101.117,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5703,188.190.101.121,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5704,188.190.101.143,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5705,188.190.101.137,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5706,188.190.101.136,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5707,188.190.101.138,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5708,188.190.101.130,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5709,188.190.101.129,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5710,188.190.101.142,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5711,188.190.101.141,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5712,188.190.101.128,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5713,188.190.101.93,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5714,188.190.101.86,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5715,188.190.101.95,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5716,188.190.101.85,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5717,188.190.101.102,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5718,188.190.101.90,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5719,188.190.101.89,6,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5720,188.190.101.92,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5721,188.190.101.242,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5722,188.190.101.241,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5723,188.190.101.240,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5724,188.190.101.239,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5725,188.190.101.238,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5726,188.190.101.237,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5727,188.190.101.236,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5728,188.190.101.235,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5729,188.190.101.234,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5730,188.190.101.233,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5731,188.190.101.232,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5732,188.190.101.231,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5733,188.190.101.230,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5734,188.190.101.229,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5735,188.190.101.228,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5736,188.190.101.227,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5737,188.190.101.226,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5738,188.190.101.225,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5739,188.190.101.224,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5740,188.190.101.220,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5741,188.190.101.211,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5742,188.190.101.219,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5743,188.190.101.209,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5744,188.190.101.210,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5745,188.190.101.213,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5746,188.190.101.215,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5747,188.190.101.216,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5748,188.190.101.217,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5749,188.190.101.214,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5750,188.190.101.208,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5751,188.190.101.202,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5752,188.190.101.212,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5753,188.190.101.201,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5754,188.190.101.218,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5755,188.190.101.205,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5756,188.190.101.204,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5757,188.190.101.203,4,3,Scanning Host,ua,Kharkov,"49.9808006287,36.2527008057"
5758,50.79.51.111,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5759,50.79.51.124,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5760,50.79.51.109,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5761,50.79.51.108,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5762,50.79.51.107,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5763,50.79.51.106,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5764,50.79.51.105,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5765,50.79.51.104,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5766,50.79.51.103,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5767,50.79.51.102,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5768,50.79.51.101,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5769,50.79.51.91,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5770,50.79.51.88,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5771,50.79.51.87,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5772,50.79.51.86,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5773,50.79.51.85,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5774,50.79.51.84,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5775,50.79.51.83,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5776,50.79.51.81,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5777,50.79.51.80,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5778,50.79.51.79,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5779,50.79.51.78,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5780,50.79.51.77,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5781,50.79.51.76,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5782,50.79.51.71,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5783,50.79.51.72,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5784,50.79.51.73,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5785,50.79.51.56,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5786,50.79.51.64,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5787,50.79.51.58,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5788,50.79.51.68,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5789,50.79.51.57,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5790,50.79.51.74,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5791,50.79.51.61,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5792,50.79.51.60,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5793,50.79.51.63,4,2,Scanning Host,us,Joliet,"41.4981994629,-88.0366973877"
5794,50.79.51.138,4,3,Malicious Host;Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5795,50.79.51.241,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5796,50.79.51.240,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5797,50.79.51.239,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5798,50.79.51.238,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5799,50.79.51.247,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5800,50.79.51.249,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5801,50.79.51.248,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5802,50.79.51.235,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5803,50.79.51.230,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5804,50.79.51.226,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5805,50.79.51.225,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5806,50.79.51.228,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5807,50.79.51.223,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5808,50.79.51.236,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5809,50.79.51.207,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5810,50.79.51.206,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5811,50.79.51.205,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5812,50.79.51.204,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5813,50.79.51.203,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5814,50.79.51.202,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5815,50.79.51.201,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5816,50.79.51.199,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
5817,50.79.51.197,4,2,Scanning Host,us,Logansport,"40.7924003601,-86.3797988892"
